Fighter_first,Fighter_last,Fighter_height,Fighter_weight,Fighter_reach,Fighter_wins,Fighter_losses,Fighter_draws,Fighter_nickname,Fighter_stance
John,Reedy,"5' 8""",155 lbs.,--,11,6,0,The Wild Child,
Johnny,Rees,"6' 0""",170 lbs.,--,13,5,0,The Hater Hurter,Orthodox
James,Reese,"5' 9""",155 lbs.,--,11,10,0,JP,
Zach,Reese,"6' 4""",185 lbs.,"77.0""",6,0,0,Savage,Switch
Stephen,Regman,"5' 11""",185 lbs.,"76.0""",9,4,0,,Orthodox
Chad,Reiner,"5' 11""",170 lbs.,--,33,18,0,The Grinder,Orthodox
Jason,Reinhardt,"5' 6""",135 lbs.,--,20,3,0,,Orthodox
Wilson,Reis,"5' 4""",125 lbs.,"65.0""",23,10,0,,Southpaw
Ben,Reiter,"6' 3""",185 lbs.,--,17,2,1,The Hunter,
Goran,Reljic,"6' 3""",205 lbs.,"81.0""",15,8,0,,Southpaw
Leigh,Remedios,"5' 7""",155 lbs.,--,18,10,2,Bulldog,Orthodox
Paulo,Renato Junior,"6' 0""",205 lbs.,"73.0""",12,3,0,,Orthodox
Chance,Rencountre,"6' 2""",170 lbs.,"75.0""",14,4,0,Black Eagle,Southpaw
Montserrat,Rendon,"5' 8""",135 lbs.,"68.0""",6,0,0,Monster,Orthodox
Marion,Reneau,"5' 6""",135 lbs.,"68.0""",9,8,1,The Belizean Bruiser,Orthodox
Solomon,Renfro,"5' 9""",170 lbs.,"72.0""",8,2,0,The Black Dragon,Switch
John,Renken,"6' 0""",190 lbs.,--,18,28,4,The Saint,Orthodox
Herman,Renting,"6' 0""",215 lbs.,--,1,3,0,,Switch
Marco Polo,Reyes,"5' 11""",155 lbs.,"71.0""",8,7,0,,Orthodox
Dominick,Reyes,"6' 4""",205 lbs.,"77.0""",12,4,0,The Devastator,Southpaw
Alex,Reyes,"5' 11""",155 lbs.,"73.0""",13,4,0,The Executioner,Orthodox
Kyle,Reyes,"5' 8""",145 lbs.,--,15,7,0,Boom,
Victor,Reyna,"5' 11""",170 lbs.,"74.0""",11,5,0,Kelevra,Southpaw
Gaston,Reyno,"6' 0""",145 lbs.,--,6,2,0,Tonga,
Johnny,Rhodes,"6' 0""",210 lbs.,--,2,1,0,,Orthodox
Mike,Rhodes,"6' 1""",170 lbs.,"74.0""",10,5,0,Biggie,Orthodox
Lucrezia,Ria,"5' 6""",125 lbs.,--,8,2,0,,Orthodox
Amanda,Ribas,"5' 3""",115 lbs.,"66.0""",11,4,0,,Orthodox
Vitor,Ribeiro,"5' 8""",154 lbs.,--,20,5,0,Shaolin,Orthodox
Will,Ribeiro,"5' 8""",135 lbs.,--,10,2,0,,Orthodox
Claudio,Ribeiro,"6' 1""",185 lbs.,"77.0""",11,4,0,,Orthodox
Brendson,Ribeiro,"6' 3""",205 lbs.,"81.0""",15,5,0,The Gorilla,Orthodox
Esteban,Ribovics,"5' 10""",155 lbs.,"69.0""",12,1,0,El Gringo,Orthodox
Mike,Ricci,"6' 0""",155 lbs.,"76.0""",11,5,0,The Martian,Southpaw
Alex,Ricci,"5' 11""",155 lbs.,--,10,5,0,,Orthodox
Tabatha,Ricci,"5' 1""",115 lbs.,"61.0""",9,2,0,Baby Shark,Orthodox
Matt,Ricehouse,--,155 lbs.,--,6,1,0,,
John,Richard,--,205 lbs.,--,3,5,1,,
Rex,Richards,"6' 5""",265 lbs.,--,7,2,0,,
Mike,Richman,"5' 8""",135 lbs.,--,18,7,0,The Marine,
Dave,Rickels,"5' 11""",155 lbs.,--,18,4,0,The Caveman,
Haisam,Rida,--,--,--,0,0,0,,
Brad,Riddell,"5' 7""",155 lbs.,"71.0""",10,4,0,Quake,Orthodox
Matthew,Riddle,"6' 1""",170 lbs.,"76.0""",8,3,0,Deep Waters,Southpaw
Joe,Riggs,"6' 0""",185 lbs.,"70.0""",44,17,0,Diesel,Southpaw
Jeremiah,Riggs,"6' 0""",185 lbs.,--,7,8,0,,
Aaron,Riley,"5' 8""",155 lbs.,"69.0""",30,14,1,,Southpaw
Jason,Riley,"6' 6""",245 lbs.,--,10,7,0,The Juggernaut,
Moise,Rimbon,"5' 10""",205 lbs.,--,23,11,3,Swamp,Orthodox
Jordan,Rinaldi,"5' 10""",145 lbs.,"72.0""",14,7,0,All Day,Orthodox
Nick,Ring,"6' 0""",185 lbs.,"74.0""",14,4,0,The Promise,Southpaw
Robbie,Ring,"5' 9""",145 lbs.,"68.0""",6,1,0,Razor,Orthodox
Mike,Rio,"5' 10""",155 lbs.,"70.0""",10,5,0,The Wolverine,Orthodox
Albert,Rios,"5' 8""",145 lbs.,--,13,6,0,,
Rafael,Rios,--,150 lbs.,--,4,2,0,,
Maria,Rios,"5' 5""",125 lbs.,--,2,3,0,,
Shannon,Ritch,"5' 9""",190 lbs.,--,56,83,0,The Cannon,Orthodox
Diego,Rivas,"5' 8""",145 lbs.,"69.0""",10,2,0,Pitbull,Orthodox
Jorge,Rivera,"6' 1""",185 lbs.,"73.0""",20,9,0,El Conquistador,Orthodox
Dante,Rivera,"6' 1""",185 lbs.,--,16,7,0,,Southpaw
Mario,Rivera,"5' 10""",170 lbs.,--,6,8,0,,
Francisco,Rivera,"5' 8""",135 lbs.,"70.0""",11,7,0,Cisco,Orthodox
Jonathan,Rivera,--,155 lbs.,--,4,2,0,,
Jimmie,Rivera,"5' 4""",135 lbs.,"68.0""",23,5,0,El Terror,Orthodox
Irwin,Rivera,"5' 6""",135 lbs.,"67.0""",10,6,0,The Beast,Southpaw
Jerome,Rivera,"5' 10""",125 lbs.,"72.0""",10,6,0,Renegade,Southpaw
Nicdali,Rivera-Calanoc,"5' 3""",105 lbs.,--,9,10,0,The Night Queen,
Pedro,Rizzo,"6' 1""",241 lbs.,--,20,11,0,The Rock,Orthodox
Theo,Rlayang,"5' 7""",145 lbs.,"65.0""",5,1,0,Jungle King,Orthodox
Justin,Robbins,"5' 5""",135 lbs.,--,14,18,1,,
Kali,Robbins,"5' 3""",115 lbs.,"63.0""",6,3,0,Pop Tart,Orthodox
Karl,Roberson,"6' 1""",205 lbs.,"74.0""",9,6,0,Baby K,Southpaw
Andre,Roberts,"6' 2""",345 lbs.,--,14,2,1,The Chief,Orthodox
David,Roberts,"6' 1""",170 lbs.,--,5,8,0,,Orthodox
Joey,Roberts,"6' 2""",200 lbs.,--,4,3,0,,
Tyrone,Roberts,"5' 9""",185 lbs.,--,43,12,1,Native Warrior,Orthodox
Ryan,Roberts,"5' 6""",155 lbs.,--,21,12,1,,Orthodox
Taylor,Roberts,"5' 11""",170 lbs.,--,3,12,0,,
Daniel,Roberts,"5' 10""",170 lbs.,"74.0""",15,7,0,Ninja,Southpaw
Buddy,Roberts,"6' 2""",185 lbs.,--,12,3,0,,Orthodox
Danny,Roberts,"6' 1""",170 lbs.,"74.0""",18,8,0,Hot Chocolate,Southpaw
Roosevelt,Roberts,"6' 2""",155 lbs.,"73.0""",12,5,0,The Predator,Orthodox
Kenny,Robertson,"5' 10""",170 lbs.,"74.0""",15,5,0,,Orthodox
Gillian,Robertson,"5' 5""",115 lbs.,"63.0""",12,8,0,The Savage,Orthodox
Chad,Robichaux,"5' 4""",135 lbs.,--,13,2,0,Robo,
Mark,Robinson,"6' 0""",265 lbs.,--,1,0,0,White Rhino,Orthodox
Colin,Robinson,"6' 4""",243 lbs.,--,10,12,0,Big C,Orthodox
Alvin,Robinson,"5' 9""",155 lbs.,"68.0""",15,9,0,,Southpaw
Damonte,Robinson,"6' 0""",155 lbs.,"77.0""",6,1,1,,
Vagner,Rocha,"5' 10""",155 lbs.,"73.0""",14,4,0,Ceara,Orthodox
Carlos Eduardo,Rocha,"5' 10""",170 lbs.,"73.0""",9,4,0,Ta Danado,Orthodox
Pedro,Rocha,--,--,--,1,0,0,,
Lucas,Rocha,"5' 3""",135 lbs.,"64.0""",17,1,0,Fenomeno,Orthodox
Keith,Rockel,"6' 0""",185 lbs.,--,12,4,1,Rock,Orthodox
Luke,Rockhold,"6' 3""",185 lbs.,"77.0""",16,6,0,,Southpaw
Kevin,Roddy,"5' 11""",145 lbs.,--,15,16,1,K-Rod,
Gregory,Rodrigues,"6' 3""",185 lbs.,"75.0""",14,5,0,Robocop,Orthodox
Kleydson,Rodrigues,"5' 5""",135 lbs.,"67.0""",8,3,0,KR,Orthodox
Paul,Rodriguez,"5' 7""",155 lbs.,--,10,9,2,,Orthodox
Ricco,Rodriguez,"6' 4""",265 lbs.,--,53,25,0,Suave,Orthodox
Manuel,Rodriguez,"5' 9""",170 lbs.,--,11,5,0,Chalate,Orthodox
Yair,Rodriguez,"5' 11""",145 lbs.,"71.0""",16,4,0,El Pantera,Orthodox
Mike,Rodriguez,"6' 4""",205 lbs.,"82.0""",11,7,0,Slo Mike,Southpaw
Marina,Rodriguez,"5' 6""",115 lbs.,"65.0""",17,3,2,,Orthodox
Daniel,Rodriguez,"6' 1""",170 lbs.,"74.0""",17,4,0,D-Rod,Southpaw
Ray,Rodriguez,"5' 7""",135 lbs.,"70.0""",16,8,0,The Judge,Orthodox
Luis,Rodriguez,"5' 6""",125 lbs.,"65.0""",11,2,0,Lazy Boy,Orthodox
Drako,Rodriguez,"5' 8""",135 lbs.,"69.0""",7,3,0,,Orthodox
Victor,Rodriguez,"5' 5""",125 lbs.,"67.0""",7,4,0,Vicious,Switch
Piera,Rodriguez,"5' 3""",115 lbs.,"63.0""",9,1,0,La Fiera,Orthodox
Christian,Rodriguez,"5' 7""",135 lbs.,"71.0""",10,1,0,,Orthodox
Pete,Rodriguez,"5' 9""",155 lbs.,"71.0""",5,1,0,Dead Game,Switch
Nick,Roehrick,"6' 2""",205 lbs.,--,7,1,0,,Orthodox
Marcos,Rogerio de Lima,"6' 1""",253 lbs.,"75.0""",21,10,1,Pezao,Orthodox
Brett,Rogers,"6' 5""",265 lbs.,"81.0""",17,10,0,The Grim,Orthodox
Brian,Rogers,"5' 11""",185 lbs.,--,14,9,0,The Professional Predator,
Pete,Rogers Jr.,"6' 0""",145 lbs.,--,2,4,0,The Heat,
Max,Rohskopf,"6' 1""",155 lbs.,"71.0""",5,1,0,Rated R,Orthodox
Marcelo,Rojo,"5' 8""",145 lbs.,"71.0""",16,10,0,Pitbull,Orthodox
Shane,Roller,"5' 10""",155 lbs.,"72.0""",11,7,0,,Orthodox
Jared,Rollins,"5' 9""",170 lbs.,--,8,4,0,J-Roc,Orthodox
Tim,Roman,"6' 1""",170 lbs.,--,3,4,0,,
Alexandr,Romanov,"6' 2""",262 lbs.,"75.0""",17,2,0,King Kong,Southpaw
Ricardo,Romero,"6' 0""",205 lbs.,"76.0""",11,3,0,,Orthodox
Yoel,Romero,"6' 0""",185 lbs.,"73.0""",13,5,0,Soldier of God,Southpaw
Anthony,Romero,"5' 11""",155 lbs.,"70.0""",8,0,0,The Genius,Orthodox
Kaleio,Romero,"5' 10""",145 lbs.,"69.0""",6,2,0,KO,Switch
Mara,Romero Borella,"5' 6""",125 lbs.,"69.0""",12,9,0,,Orthodox
Cortavious,Romious,"5' 4""",135 lbs.,"68.0""",7,2,0,Are You Not Entertained?,Southpaw
Juancamilo,Ronderos,"5' 3""",125 lbs.,"64.0""",4,2,0,100,Southpaw
Jesse,Ronson,"5' 10""",155 lbs.,"70.0""",21,12,0,The Body Snatcher,Southpaw
George,Roop,"6' 1""",135 lbs.,"72.0""",15,13,1,,Orthodox
Joao,Roque,"5' 6""",155 lbs.,--,7,2,4,,Orthodox
Aaron,Rosa,"6' 4""",205 lbs.,"77.0""",18,6,0,,Orthodox
Charles,Rosa,"5' 9""",145 lbs.,"69.0""",14,8,0,Boston Strong,Switch
Karol,Rosa,"5' 5""",135 lbs.,"67.0""",17,5,0,,Orthodox
Jacob,Rosales,"5' 11""",155 lbs.,"74.0""",13,7,0,The Lil Badger,Orthodox
Raul,Rosas Jr.,"5' 9""",135 lbs.,"67.0""",8,1,0,El Nino Problema,Switch
Hilarie,Rose,"5' 3""",115 lbs.,"63.0""",4,2,0,,Orthodox
Jake,Rosholt,"6' 1""",185 lbs.,--,12,5,0,,Orthodox
Jared,Rosholt,"6' 2""",265 lbs.,"75.0""",14,4,0,,Orthodox
Kevin,Rosier,"6' 4""",275 lbs.,--,2,6,0,,Orthodox
Zach,Rosol,--,243 lbs.,--,3,2,0,,
Shannon,Ross,"5' 6""",125 lbs.,"66.0""",13,8,0,The Turkish Delight,Switch
Nick,Rossborough,"6' 5""",205 lbs.,--,26,19,1,Leatherface,
Kristian,Rothaermel,"6' 0""",205 lbs.,--,4,3,0,,Open Stance
Ben,Rothwell,"6' 4""",265 lbs.,"78.0""",39,14,0,,Orthodox
Rick,Roufus,"6' 0""",207 lbs.,--,4,6,0,,Southpaw
Khalil,Rountree Jr.,"6' 1""",205 lbs.,"76.0""",13,5,0,,Southpaw
Ronda,Rousey,"5' 7""",135 lbs.,"66.0""",12,2,0,Rowdy,Orthodox
Ray,Routh,"5' 8""",185 lbs.,--,2,1,0,,Orthodox
Roberta,Rovel,"5' 8""",145 lbs.,--,4,1,0,Crusher,
Phil,Rowe,"6' 3""",170 lbs.,"80.0""",10,4,0,The Fresh Prince,Orthodox
Cameron,Rowston,--,185 lbs.,--,8,2,0,Van Damme,
Kain,Royer,--,185 lbs.,--,2,2,0,,
Brad,Royster,--,135 lbs.,--,1,2,0,,
Brandon,Royval,"5' 9""",125 lbs.,"68.0""",15,6,0,Raw Dawg,Southpaw
Jairzinho,Rozenstruik,"6' 2""",242 lbs.,"78.0""",13,5,0,Bigi Boy,Orthodox
Mauricio,Rua,"6' 1""",205 lbs.,"76.0""",27,14,1,Shogun,Orthodox
Murilo,Rua,"5' 11""",185 lbs.,--,20,13,1,Ninja,Orthodox
Marco,Ruas,"6' 1""",210 lbs.,--,9,4,2,King of the Streets,Orthodox
Rodrigo,Ruas,"5' 10""",185 lbs.,--,4,5,1,,Orthodox
Rodolfo,Rubio Perez,"5' 5""",145 lbs.,--,10,16,1,Fito,Orthodox
Gabe,Ruediger,"5' 10""",155 lbs.,--,18,8,0,Godzilla,Orthodox
Mauricio,Ruffy,"5' 11""",170 lbs.,"75.0""",9,1,0,,Orthodox
Eddie,Ruiz,"5' 7""",155 lbs.,--,1,1,0,,Orthodox
Anthony,Ruiz,"6' 2""",205 lbs.,--,33,22,0,El Toro,Orthodox
Paul,Ruiz,"5' 6""",135 lbs.,--,7,4,0,,
Montserrat Conejo,Ruiz,"5' 0""",115 lbs.,"61.0""",10,4,0,,Southpaw
Mike,Russow,"6' 1""",255 lbs.,"73.0""",15,3,0,,Orthodox
Bas,Rutten,"6' 1""",205 lbs.,--,28,4,1,El Guapo,Orthodox
Nursulton,Ruziboev,"6' 5""",185 lbs.,"76.0""",35,8,2,Black,Orthodox
Casey,Ryan,--,185 lbs.,--,7,3,0,,
Yusup,Saadulaev,"5' 6""",135 lbs.,--,16,4,1,Maestro,
Cameron,Saaiman,"5' 8""",135 lbs.,"67.0""",9,1,0,MSP,Southpaw
Pete,Sabala,--,135 lbs.,--,3,15,0,,
Danny,Sabatello,"5' 10""",135 lbs.,"71.0""",9,1,0,Italian Gangster,Orthodox
Pat,Sabatini,"5' 8""",145 lbs.,"70.0""",18,5,0,,Orthodox
Amir,Sadollah,"5' 10""",170 lbs.,"75.0""",6,5,0,,Orthodox
Nazim,Sadykhov,"5' 10""",155 lbs.,"69.0""",9,1,1,Black Wolf,Southpaw
Frankie,Saenz,"5' 6""",135 lbs.,"66.0""",13,7,0,,Orthodox
Saparbeg,Safarov,"6' 1""",185 lbs.,"78.0""",9,3,0,,Orthodox
Tarec,Saffiedine,"5' 10""",170 lbs.,"70.0""",16,7,0,Sponge,Switch
Jason,Saggo,"5' 11""",155 lbs.,"71.0""",12,4,0,,Orthodox
Benoit,Saint Denis,"5' 11""",155 lbs.,"73.0""",13,1,0,God of War,Southpaw
Ovince,Saint Preux,"6' 3""",205 lbs.,"80.0""",26,17,0,,Southpaw
Lukasz,Sajewski,"5' 8""",155 lbs.,"71.0""",13,3,0,Wookie,Orthodox
Yukio,Sakaguchi,"5' 9""",185 lbs.,--,6,7,0,,Orthodox
Augusto,Sakai,"6' 3""",265 lbs.,"77.0""",16,5,1,,Orthodox
Alessio,Sakara,"6' 0""",185 lbs.,"72.0""",19,11,0,Legionarius,Orthodox
Wataru,Sakata,"5' 9""",195 lbs.,--,11,14,0,,Southpaw
Gokhan,Saki,"6' 0""",205 lbs.,"73.0""",1,2,0,The Rebel,Orthodox
Kazushi,Sakuraba,"6' 0""",185 lbs.,--,26,17,1,The Gracie Hunter,Southpaw
Hayato,Sakurai,"5' 7""",168 lbs.,--,38,13,2,Mach,Orthodox
Ryuta,Sakurai,"5' 7""",183 lbs.,--,24,24,6,,Orthodox
Justin,Salas,"5' 8""",155 lbs.,"70.0""",12,7,0,J-Bomb,Southpaw
Ivan,Salaverry,"6' 0""",185 lbs.,--,14,9,0,,Orthodox
Roman,Salazar,"5' 7""",135 lbs.,--,10,6,0,El Gallito,Orthodox
Luis,Saldana,"5' 11""",145 lbs.,"73.0""",16,7,1,,Orthodox
John,Salgado,"5' 10""",170 lbs.,--,4,8,1,Greco,
Muslim,Salikhov,"5' 11""",170 lbs.,"70.0""",19,4,0,King of Kung Fu,Orthodox
Gabriel,Salinas-Jones,"6' 1""",245 lbs.,--,5,2,1,,
Brandon,Saling,"5' 10""",170 lbs.,--,8,6,0,White Steel,
Quillan,Salkilld,"6' 0""",155 lbs.,"76.0""",4,1,0,,Orthodox
Sean,Salmon,"5' 10""",185 lbs.,--,18,21,0,,Southpaw
Boston,Salmon,"5' 9""",135 lbs.,"69.0""",6,3,0,Boom Boom,Southpaw
John,Salter,"6' 1""",185 lbs.,"74.0""",14,3,0,,Southpaw
Vinicius,Salvador,"5' 7""",125 lbs.,"70.0""",14,6,0,,Southpaw
Dylan,Salvador,"5' 9""",155 lbs.,"69.0""",5,2,0,,Southpaw
Josh,Samman,"6' 3""",185 lbs.,"79.0""",13,4,0,Anqa,Orthodox
Johnny,Sampaio,"5' 8""",170 lbs.,--,3,1,0,,Orthodox
Josh,Sampo,"5' 4""",125 lbs.,"64.0""",11,5,0,The Gremlin,Orthodox
Josh,San Diego,"5' 10""",135 lbs.,--,8,3,0,JSD,
Diego,Sanchez,"5' 10""",170 lbs.,"72.0""",31,13,0,Nightmare,Southpaw
Eddie,Sanchez,"6' 2""",230 lbs.,"74.0""",15,8,0,The Manic Hispanic,Orthodox
Julian,Sanchez,"6' 3""",300 lbs.,--,0,1,0,,Orthodox
Bobby,Sanchez,"5' 7""",155 lbs.,--,10,35,0,The Kid,Orthodox
Donald,Sanchez,"5' 10""",145 lbs.,--,31,17,0,,
Joby,Sanchez,"5' 6""",135 lbs.,"68.0""",11,4,0,,Orthodox
Emmanuel,Sanchez,"5' 9""",145 lbs.,"71.0""",15,3,0,El Matador,
Erick,Sanchez,"5' 10""",145 lbs.,--,8,3,0,,
Andrew,Sanchez,"6' 1""",185 lbs.,"74.0""",13,7,0,El Dirte,Orthodox
Robert,Sanchez,"5' 6""",125 lbs.,"66.0""",8,2,0,Littlefury,Orthodox
Jesse,Sanders,"6' 0""",170 lbs.,--,23,7,0,,Orthodox
Luke,Sanders,"5' 6""",135 lbs.,"67.0""",13,5,0,Cool Hand,Southpaw
Jerrod,Sanders,"5' 8""",135 lbs.,"72.0""",16,3,0,J-Reazie,Orthodox
Cory,Sandhagen,"5' 11""",135 lbs.,"70.0""",17,4,0,,Switch
Hugo,Sandoval,--,135 lbs.,--,2,3,0,,
Raul,Sandoval,--,130 lbs.,--,3,3,0,,
Joseph,Sandoval,"5' 7""",135 lbs.,--,7,7,0,,Southpaw
Hector,Sandoval,"5' 2""",125 lbs.,"64.0""",14,4,0,Kid Alex,Orthodox
Chris,Sanford,"5' 11""",185 lbs.,--,5,1,0,,Orthodox
Roldan,Sangcha'an,"5' 4""",125 lbs.,--,4,2,0,The Executioner,Orthodox
Yuhi,Sano,"5' 11""",243 lbs.,--,0,4,0,,Orthodox
Martin,Sano,"5' 11""",170 lbs.,"75.0""",4,3,1,Spartan,Orthodox
Jonathan,Santa Maria,"5' 9""",125 lbs.,--,3,4,0,,
Duda,Santana,"5' 7""",145 lbs.,"73.0""",3,1,0,Cowboyzinha,Orthodox
Shaheen,Santana,"6' 1""",155 lbs.,"75.0""",6,1,0,Shazam,Orthodox
Sean,Santella,"5' 5""",125 lbs.,--,17,6,1,Shorty Rock,
Jorge,Santiago,"6' 1""",170 lbs.,"75.0""",25,12,0,The Sandman,Orthodox
Mike,Santiago,"5' 10""",145 lbs.,"69.0""",19,12,0,,Orthodox
Will,Santiago,"5' 7""",185 lbs.,--,9,5,0,The Brown Bomber,Orthodox
Richie,Santiago,"5' 7""",135 lbs.,"67.0""",7,2,0,The Milford Mauler,Southpaw
Jose,Santibanez,--,155 lbs.,--,10,3,0,,
Art,Santore,"6' 2""",185 lbs.,--,18,8,0,Pachuco,
Adriano,Santos,--,--,--,0,1,0,,
Paulo,Santos,--,--,--,0,3,0,,
Evangelista,Santos,"5' 10""",170 lbs.,"76.0""",21,18,0,Cyborg,Orthodox
Luis,Santos,"6' 1""",170 lbs.,--,63,10,1,,Southpaw
Iliarde,Santos,"5' 5""",125 lbs.,"67.0""",30,13,1,,Orthodox
Leonardo,Santos,"6' 0""",155 lbs.,"75.0""",18,7,1,,Orthodox
Thiago,Santos,"6' 2""",205 lbs.,"76.0""",22,11,0,Marreta,Orthodox
Bruno,Santos,"5' 9""",185 lbs.,--,15,2,0,Carioca,Orthodox
Andre,Santos,"6' 0""",170 lbs.,--,38,10,0,Chatuba,
Gleristone,Santos,"5' 9""",145 lbs.,--,33,7,0,Toninho Furia,
Yana,Santos,"5' 6""",135 lbs.,"68.0""",14,8,0,,Orthodox
Taila,Santos,"5' 6""",125 lbs.,"68.0""",19,3,0,,Orthodox
Marilia,Santos,"5' 4""",125 lbs.,--,10,3,0,Chocolate,Orthodox
Edivan,Santos,"6' 4""",248 lbs.,"78.0""",12,3,1,Pe De Sapo,Orthodox
Daniel,Santos,"5' 7""",135 lbs.,"67.0""",12,2,0,Willycat,Orthodox
Gabriel,Santos,"5' 9""",145 lbs.,"70.0""",10,2,0,Mosquitinho,Orthodox
Luana,Santos,"5' 6""",125 lbs.,"67.0""",6,1,0,,Orthodox
Nick,Sanzo,"5' 9""",190 lbs.,--,1,1,0,,
Bob,Sapp,"6' 5""",350 lbs.,--,11,20,0,The Beast,Orthodox
Daniel,Sarafian,"5' 9""",185 lbs.,"73.0""",10,6,0,,Orthodox
Jeka,Saragih,"5' 8""",145 lbs.,"69.0""",13,3,0,,Orthodox
Diego,Saraiva,"5' 6""",155 lbs.,--,22,20,1,The Octopus,Orthodox
Harris,Sarmiento,"5' 9""",155 lbs.,--,36,26,0,The Hitman,Orthodox
Alexander,Sarnavskiy,"5' 11""",155 lbs.,--,35,6,0,Tiger,
Yuki,Sasaki,"6' 2""",185 lbs.,--,25,22,2,,Orthodox
Kyosuke,Sasaki,"5' 7""",183 lbs.,--,3,7,4,,Southpaw
Yuta,Sasaki,"5' 10""",125 lbs.,"71.0""",21,6,2,Ulka,Southpaw
Paul,Sass,"6' 0""",155 lbs.,"73.0""",14,2,0,,Orthodox
Keisuke,Sasu,"5' 5""",145 lbs.,"69.0""",11,3,1,Sasuke,Switch
Masaaki,Satake,"6' 1""",220 lbs.,--,1,8,1,,Orthodox
Takenori,Sato,"5' 10""",170 lbs.,--,19,11,7,,Southpaw
Takashi,Sato,"5' 10""",170 lbs.,"73.0""",16,7,0,Ten,Southpaw
Jeimeson,Saudino,"5' 6""",135 lbs.,--,8,5,0,The Minion,
Tom,Sauer,"6' 1""",263 lbs.,--,25,12,0,,
Townsend,Saunders,"5' 5""",170 lbs.,--,0,2,0,,Orthodox
Ben,Saunders,"6' 2""",170 lbs.,"77.0""",22,13,2,Killa B,Orthodox
Chad W.,Saunders,"5' 10""",170 lbs.,--,7,2,0,,Orthodox
Chris,Saunders,"5' 8""",155 lbs.,--,16,8,0,The So Cal Kid,
Lumumba,Sayers,"6' 0""",185 lbs.,--,6,5,0,,
Matt,Sayles,"5' 7""",155 lbs.,"68.0""",8,4,0,,Orthodox
Brandon,Sayles,"6' 5""",265 lbs.,--,5,1,0,Man of War,
Mark,Scanlon,"5' 9""",170 lbs.,--,9,2,0,,Orthodox
Eric,Schafer,"6' 3""",185 lbs.,"76.0""",14,8,2,Red,Orthodox
Kerry,Schall,"6' 2""",265 lbs.,--,24,13,0,Meat Truck,Orthodox
Eric,Schambari,"5' 11""",185 lbs.,--,15,6,0,,Orthodox
Brendan,Schaub,"6' 4""",245 lbs.,"78.0""",10,5,0,Big Brown,Orthodox
Matheus,Scheffel,"6' 2""",205 lbs.,"75.0""",14,7,0,Buffa,Orthodox
Antonio,Schembri,"5' 9""",205 lbs.,--,5,5,0,Nino,Orthodox
Fabiano,Scherner,"6' 3""",257 lbs.,--,11,10,0,Pegaleve,Orthodox
Samy,Schiavo,"5' 8""",155 lbs.,--,10,6,0,,Orthodox
Pat,Schilling,"5' 8""",145 lbs.,--,5,2,0,Thrilling,Orthodox
Joe,Schilling,"6' 3""",185 lbs.,--,2,5,0,,
Semmy,Schilt,"6' 10""",265 lbs.,--,26,14,1,Hightower,Orthodox
Adam,Schindler,"5' 8""",155 lbs.,--,10,6,0,,
Daniel,Schmitt,--,185 lbs.,--,2,3,0,,
Colleen,Schneider,--,135 lbs.,--,11,7,0,,
Matt,Schnell,"5' 8""",125 lbs.,"70.0""",16,7,0,Danger,Orthodox
Alex,Schoenauer,"6' 3""",185 lbs.,--,15,10,0,,Orthodox
Darrill,Schoonover,"6' 2""",220 lbs.,--,14,8,0,The Boss,Orthodox
Bob,Schrijber,"6' 0""",240 lbs.,--,20,17,1,Dirty,Orthodox
Nate,Schroeder,"6' 1""",230 lbs.,--,11,10,0,,
Lacey,Schuckman,"5' 3""",125 lbs.,--,11,10,0,,
Mark,Schultz,"5' 9""",200 lbs.,--,1,1,0,,Orthodox
Brian,Schwartz,"6' 3""",170 lbs.,--,1,1,0,,Orthodox
Eric,Schwartz,--,205 lbs.,--,2,0,0,,
Justin,Scoggins,"5' 7""",125 lbs.,"66.0""",11,5,0,,Southpaw
Brad,Scott,"6' 1""",170 lbs.,"76.0""",11,6,0,Bear,Orthodox
Greg,Scott,"5' 9""",145 lbs.,--,3,4,0,,
Mike,Seal,"6' 4""",185 lbs.,--,13,15,1,Crazy Boy,Orthodox
Matt,Secor,"6' 0""",170 lbs.,--,8,4,0,,
Kenneth,Seegrist,"6' 0""",185 lbs.,--,4,7,0,,Orthodox
Neil,Seery,"5' 4""",125 lbs.,"64.0""",16,13,0,2Tap,Orthodox
Rony,Sefo,"5' 9""",225 lbs.,--,0,2,0,,Orthodox
Ray,Sefo,"6' 0""",240 lbs.,--,2,2,0,Sugarfoot,Orthodox
Brendan,Seguin,"6' 0""",185 lbs.,--,23,19,1,,
Tetsuya,Seki,"5' 10""",155 lbs.,--,14,8,1,,
Stefan,Sekulic,"6' 0""",170 lbs.,"75.0""",12,4,0,,Southpaw
Pete,Sell,"5' 11""",170 lbs.,"75.0""",10,7,0,Drago,Orthodox
Matthew,Semelsberger,"6' 1""",170 lbs.,"75.0""",11,6,0,Semi The Jedi,Switch
Andrei,Semenov,"6' 0""",185 lbs.,--,34,9,2,,Orthodox
Mackens,Semerzier,"5' 9""",145 lbs.,"72.0""",8,4,0,Da Menace,Orthodox
Brandon,Sene,"5' 11""",205 lbs.,--,2,2,0,,
YeDam,Seo,"5' 2""",115 lbs.,"63.0""",6,3,0,,Orthodox
Kim In,Seok,"5' 6""",145 lbs.,--,3,6,0,,Orthodox
Ray,Seraille,"6' 3""",246 lbs.,--,8,9,0,,
